build,armor,kit,route,guard_rule,hp_scale,damage_scale,turns,won,hp_left,net_loss,gross_loss
duelliste,airain,purification,porte,unlimited,1.0,1.0,6,True,69.35,40.65,40.65
duelliste,airain,purification,porte,unlimited,1.0,1.2,6,True,61.23,48.77,48.77
duelliste,airain,purification,porte,unlimited,1.2,0.8,7,True,68.19,41.81,41.81
duelliste,airain,purification,porte,unlimited,1.2,1.0,7,True,57.74,52.26,52.26
duelliste,airain,purification,porte,unlimited,1.2,1.2,7,True,47.29,62.71,62.71
duelliste,airain,purification,barque,unlimited,0.8,0.8,5,True,82.13,27.87,27.87
duelliste,airain,purification,barque,unlimited,0.8,1.0,5,True,75.16,34.84,34.84
duelliste,airain,purification,barque,unlimited,0.8,1.2,5,True,68.19,41.81,41.81
duelliste,airain,purification,barque,unlimited,1.0,0.8,6,True,72.84,37.16,37.16
duelliste,airain,purification,barque,unlimited,1.0,1.0,6,True,63.55,46.45,46.45
duelliste,airain,purification,barque,unlimited,1.0,1.2,6,True,54.26,55.74,55.74
duelliste,airain,purification,barque,unlimited,1.2,0.8,6,True,55.39,54.61,54.61
duelliste,airain,purification,barque,unlimited,1.2,1.0,6,True,41.74,68.26,68.26
duelliste,airain,purification,barque,unlimited,1.2,1.2,6,True,28.09,81.91,81.91
duelliste,airain,ancrage,puits,unlimited,0.8,0.8,3,True,90.8,19.2,19.2
duelliste,airain,ancrage,puits,unlimited,0.8,1.0,3,True,86.0,24.0,24.0
duelliste,airain,ancrage,puits,unlimited,0.8,1.2,3,True,81.2,28.8,28.8
duelliste,airain,ancrage,puits,unlimited,1.0,0.8,3,True,90.8,19.2,19.2
duelliste,airain,ancrage,puits,unlimited,1.0,1.0,3,True,86.0,24.0,24.0
duelliste,airain,ancrage,puits,unlimited,1.0,1.2,3,True,81.2,28.8,28.8
duelliste,airain,ancrage,puits,unlimited,1.2,0.8,4,True,81.2,28.8,28.8
duelliste,airain,ancrage,puits,unlimited,1.2,1.0,4,True,74.0,36.0,36.0
duelliste,airain,ancrage,puits,unlimited,1.2,1.2,4,True,66.8,43.2,43.2
duelliste,airain,ancrage,porte,unlimited,0.8,0.8,6,True,77.48,32.52,32.52
duelliste,airain,ancrage,porte,unlimited,0.8,1.0,6,True,69.35,40.65,40.65
duelliste,airain,ancrage,porte,unlimited,0.8,1.2,6,True,61.23,48.77,48.77
duelliste,airain,ancrage,porte,unlimited,1.0,0.8,6,True,77.48,32.52,32.52
duelliste,airain,ancrage,porte,unlimited,1.0,1.0,6,True,69.35,40.65,40.65
duelliste,airain,ancrage,porte,unlimited,1.0,1.2,6,True,61.23,48.77,48.77
duelliste,airain,ancrage,porte,unlimited,1.2,0.8,7,True,68.19,41.81,41.81
duelliste,airain,ancrage,porte,unlimited,1.2,1.0,7,True,57.74,52.26,52.26
duelliste,airain,ancrage,porte,unlimited,1.2,1.2,7,True,47.29,62.71,62.71
duelliste,airain,ancrage,barque,unlimited,0.8,0.8,4,True,86.77,23.23,23.23
duelliste,airain,ancrage,barque,unlimited,0.8,1.0,4,True,80.97,29.03,29.03
duelliste,airain,ancrage,barque,unlimited,0.8,1.2,4,True,75.16,34.84,34.84
duelliste,airain,ancrage,barque,unlimited,1.0,0.8,5,True,82.13,27.87,27.87
duelliste,airain,ancrage,barque,unlimited,1.0,1.0,5,True,75.16,34.84,34.84
duelliste,airain,ancrage,barque,unlimited,1.0,1.2,5,True,68.19,41.81,41.81
duelliste,airain,ancrage,barque,unlimited,1.2,0.8,5,True,77.48,32.52,32.52
duelliste,airain,ancrage,barque,unlimited,1.2,1.0,5,True,69.35,40.65,40.65
duelliste,airain,ancrage,barque,unlimited,1.2,1.2,5,True,61.23,48.77,48.77
duelliste,sceau,aucun,puits,unlimited,0.8,0.8,3,True,97.61,12.39,12.39
duelliste,sceau,aucun,puits,unlimited,0.8,1.0,3,True,94.52,15.48,15.48
duelliste,sceau,aucun,puits,unlimited,0.8,1.2,3,True,91.42,18.58,18.58
duelliste,sceau,aucun,puits,unlimited,1.0,0.8,3,True,97.61,12.39,12.39
duelliste,sceau,aucun,puits,unlimited,1.0,1.0,3,True,94.52,15.48,15.48
duelliste,sceau,aucun,puits,unlimited,1.0,1.2,3,True,91.42,18.58,18.58
duelliste,sceau,aucun,puits,unlimited,1.2,0.8,4,True,91.42,18.58,18.58
duelliste,sceau,aucun,puits,unlimited,1.2,1.0,4,True,86.77,23.23,23.23
duelliste,sceau,aucun,puits,unlimited,1.2,1.2,4,True,82.13,27.87,27.87
duelliste,sceau,aucun,porte,unlimited,0.8,0.8,6,True,59.6,50.4,50.4
duelliste,sceau,aucun,porte,unlimited,0.8,1.0,6,True,47.0,63.0,63.0
duelliste,sceau,aucun,porte,unlimited,0.8,1.2,6,True,34.4,75.6,75.6
duelliste,sceau,aucun,porte,unlimited,1.0,0.8,6,True,59.6,50.4,50.4
duelliste,sceau,aucun,porte,unlimited,1.0,1.0,6,True,47.0,63.0,63.0
duelliste,sceau,aucun,porte,unlimited,1.0,1.2,6,True,34.4,75.6,75.6
duelliste,sceau,aucun,porte,unlimited,1.2,0.8,7,True,45.2,64.8,64.8
duelliste,sceau,aucun,porte,unlimited,1.2,1.0,7,True,29.0,81.0,81.0
duelliste,sceau,aucun,porte,unlimited,1.2,1.2,7,True,12.8,97.2,97.2
duelliste,sceau,aucun,barque,unlimited,0.8,0.8,5,True,66.8,43.2,43.2
duelliste,sceau,aucun,barque,unlimited,0.8,1.0,5,True,56.0,54.0,54.0
duelliste,sceau,aucun,barque,unlimited,0.8,1.2,5,True,45.2,64.8,64.8
duelliste,sceau,aucun,barque,unlimited,1.0,0.8,6,True,52.4,57.6,57.6
duelliste,sceau,aucun,barque,unlimited,1.0,1.0,6,True,38.0,72.0,72.0
duelliste,sceau,aucun,barque,unlimited,1.0,1.2,6,True,23.6,86.4,86.4
duelliste,sceau,aucun,barque,unlimited,1.2,0.8,6,True,36.94,73.06,73.06
duelliste,sceau,aucun,barque,unlimited,1.2,1.0,6,True,18.68,91.32,91.32
duelliste,sceau,aucun,barque,unlimited,1.2,1.2,6,True,0.41,109.59,109.59
duelliste,sceau,purification,puits,unlimited,0.8,0.8,3,True,97.61,12.39,12.39
duelliste,sceau,purification,puits,unlimited,0.8,1.0,3,True,94.52,15.48,15.48
duelliste,sceau,purification,puits,unlimited,0.8,1.2,3,True,91.42,18.58,18.58
duelliste,sceau,purification,puits,unlimited,1.0,0.8,3,True,97.61,12.39,12.39
duelliste,sceau,purification,puits,unlimited,1.0,1.0,3,True,94.52,15.48,15.48
duelliste,sceau,purification,puits,unlimited,1.0,1.2,3,True,91.42,18.58,18.58
duelliste,sceau,purification,puits,unlimited,1.2,0.8,4,True,91.42,18.58,18.58
duelliste,sceau,purification,puits,unlimited,1.2,1.0,4,True,86.77,23.23,23.23
duelliste,sceau,purification,puits,unlimited,1.2,1.2,4,True,82.13,27.87,27.87
duelliste,sceau,purification,porte,unlimited,0.8,0.8,6,True,59.6,50.4,50.4
duelliste,sceau,purification,porte,unlimited,0.8,1.0,6,True,47.0,63.0,63.0
duelliste,sceau,purification,porte,unlimited,0.8,1.2,6,True,34.4,75.6,75.6
duelliste,sceau,purification,porte,unlimited,1.0,0.8,6,True,59.6,50.4,50.4
duelliste,sceau,purification,porte,unlimited,1.0,1.0,6,True,47.0,63.0,63.0
duelliste,sceau,purification,porte,unlimited,1.0,1.2,6,True,34.4,75.6,75.6
duelliste,sceau,purification,porte,unlimited,1.2,0.8,7,True,45.2,64.8,64.8
duelliste,sceau,purification,porte,unlimited,1.2,1.0,7,True,29.0,81.0,81.0
duelliste,sceau,purification,porte,unlimited,1.2,1.2,7,True,12.8,97.2,97.2
duelliste,sceau,purification,barque,unlimited,0.8,0.8,5,True,66.8,43.2,43.2
duelliste,sceau,purification,barque,unlimited,0.8,1.0,5,True,56.0,54.0,54.0
duelliste,sceau,purification,barque,unlimited,0.8,1.2,5,True,45.2,64.8,64.8
duelliste,sceau,purification,barque,unlimited,1.0,0.8,6,True,52.4,57.6,57.6
duelliste,sceau,purification,barque,unlimited,1.0,1.0,6,True,38.0,72.0,72.0
duelliste,sceau,purification,barque,unlimited,1.0,1.2,6,True,23.6,86.4,86.4
duelliste,sceau,purification,barque,unlimited,1.2,0.8,6,True,36.94,73.06,73.06
duelliste,sceau,purification,barque,unlimited,1.2,1.0,6,True,18.68,91.32,91.32
duelliste,sceau,purification,barque,unlimited,1.2,1.2,6,True,0.41,109.59,109.59
duelliste,sceau,ancrage,puits,unlimited,0.8,0.8,3,True,97.61,12.39,12.39
duelliste,sceau,ancrage,puits,unlimited,0.8,1.0,3,True,94.52,15.48,15.48
duelliste,sceau,ancrage,puits,unlimited,0.8,1.2,3,True,91.42,18.58,18.58
duelliste,sceau,ancrage,puits,unlimited,1.0,0.8,3,True,97.61,12.39,12.39
duelliste,sceau,ancrage,puits,unlimited,1.0,1.0,3,True,94.52,15.48,15.48
duelliste,sceau,ancrage,puits,unlimited,1.0,1.2,3,True,91.42,18.58,18.58
duelliste,sceau,ancrage,puits,unlimited,1.2,0.8,4,True,91.42,18.58,18.58
duelliste,sceau,ancrage,puits,unlimited,1.2,1.0,4,True,86.77,23.23,23.23
duelliste,sceau,ancrage,puits,unlimited,1.2,1.2,4,True,82.13,27.87,27.87
duelliste,sceau,ancrage,porte,unlimited,0.8,0.8,6,True,59.6,50.4,50.4
duelliste,sceau,ancrage,porte,unlimited,0.8,1.0,6,True,47.0,63.0,63.0
duelliste,sceau,ancrage,porte,unlimited,0.8,1.2,6,True,34.4,75.6,75.6
duelliste,sceau,ancrage,porte,unlimited,1.0,0.8,6,True,59.6,50.4,50.4
duelliste,sceau,ancrage,porte,unlimited,1.0,1.0,6,True,47.0,63.0,63.0
duelliste,sceau,ancrage,porte,unlimited,1.0,1.2,6,True,34.4,75.6,75.6
duelliste,sceau,ancrage,porte,unlimited,1.2,0.8,7,True,45.2,64.8,64.8
duelliste,sceau,ancrage,porte,unlimited,1.2,1.0,7,True,29.0,81.0,81.0
duelliste,sceau,ancrage,porte,unlimited,1.2,1.2,7,True,12.8,97.2,97.2
duelliste,sceau,ancrage,barque,unlimited,0.8,0.8,4,True,74.0,36.0,36.0
duelliste,sceau,ancrage,barque,unlimited,0.8,1.0,4,True,65.0,45.0,45.0
duelliste,sceau,ancrage,barque,unlimited,0.8,1.2,4,True,56.0,54.0,54.0
duelliste,sceau,ancrage,barque,unlimited,1.0,0.8,5,True,66.8,43.2,43.2
duelliste,sceau,ancrage,barque,unlimited,1.0,1.0,5,True,56.0,54.0,54.0
duelliste,sceau,ancrage,barque,unlimited,1.0,1.2,5,True,45.2,64.8,64.8
duelliste,sceau,ancrage,barque,unlimited,1.2,0.8,5,True,59.6,50.4,50.4
duelliste,sceau,ancrage,barque,unlimited,1.2,1.0,5,True,47.0,63.0,63.0
duelliste,sceau,ancrage,barque,unlimited,1.2,1.2,5,True,34.4,75.6,75.6
duelliste,mixte,aucun,puits,unlimited,0.8,0.8,3,True,94.26,15.74,15.74
duelliste,mixte,aucun,puits,unlimited,0.8,1.0,3,True,90.33,19.67,19.67
duelliste,mixte,aucun,puits,unlimited,0.8,1.2,3,True,86.39,23.61,23.61
duelliste,mixte,aucun,puits,unlimited,1.0,0.8,3,True,94.26,15.74,15.74
duelliste,mixte,aucun,puits,unlimited,1.0,1.0,3,True,90.33,19.67,19.67
duelliste,mixte,aucun,puits,unlimited,1.0,1.2,3,True,86.39,23.61,23.61
duelliste,mixte,aucun,puits,unlimited,1.2,0.8,4,True,86.39,23.61,23.61
duelliste,mixte,aucun,puits,unlimited,1.2,1.0,4,True,80.49,29.51,29.51
duelliste,mixte,aucun,puits,unlimited,1.2,1.2,4,True,74.59,35.41,35.41
duelliste,mixte,aucun,porte,unlimited,0.8,0.8,6,True,68.69,41.31,41.31
duelliste,mixte,aucun,porte,unlimited,0.8,1.0,6,True,58.36,51.64,51.64
duelliste,mixte,aucun,porte,unlimited,0.8,1.2,6,True,48.03,61.97,61.97
duelliste,mixte,aucun,porte,unlimited,1.0,0.8,6,True,68.69,41.31,41.31
duelliste,mixte,aucun,porte,unlimited,1.0,1.0,6,True,58.36,51.64,51.64
duelliste,mixte,aucun,porte,unlimited,1.0,1.2,6,True,48.03,61.97,61.97
duelliste,mixte,aucun,porte,unlimited,1.2,0.8,7,True,56.89,53.11,53.11
duelliste,mixte,aucun,porte,unlimited,1.2,1.0,7,True,43.61,66.39,66.39
duelliste,mixte,aucun,porte,unlimited,1.2,1.2,7,True,30.33,79.67,79.67
duelliste,mixte,aucun,barque,unlimited,0.8,0.8,5,True,74.59,35.41,35.41
duelliste,mixte,aucun,barque,unlimited,0.8,1.0,5,True,65.74,44.26,44.26
duelliste,mixte,aucun,barque,unlimited,0.8,1.2,5,True,56.89,53.11,53.11
duelliste,mixte,aucun,barque,unlimited,1.0,0.8,6,True,62.79,47.21,47.21
duelliste,mixte,aucun,barque,unlimited,1.0,1.0,6,True,50.98,59.02,59.02
duelliste,mixte,aucun,barque,unlimited,1.0,1.2,6,True,39.18,70.82,70.82
duelliste,mixte,aucun,barque,unlimited,1.2,0.8,6,True,46.39,63.61,63.61
duelliste,mixte,aucun,barque,unlimited,1.2,1.0,6,True,30.49,79.51,79.51
duelliste,mixte,aucun,barque,unlimited,1.2,1.2,6,True,14.59,95.41,95.41
duelliste,mixte,purification,puits,unlimited,0.8,0.8,3,True,94.26,15.74,15.74
duelliste,mixte,purification,puits,unlimited,0.8,1.0,3,True,90.33,19.67,19.67
duelliste,mixte,purification,puits,unlimited,0.8,1.2,3,True,86.39,23.61,23.61
duelliste,mixte,purification,puits,unlimited,1.0,0.8,3,True,94.26,15.74,15.74
duelliste,mixte,purification,puits,unlimited,1.0,1.0,3,True,90.33,19.67,19.67
duelliste,mixte,purification,puits,unlimited,1.0,1.2,3,True,86.39,23.61,23.61
duelliste,mixte,purification,puits,unlimited,1.2,0.8,4,True,86.39,23.61,23.61
duelliste,mixte,purification,puits,unlimited,1.2,1.0,4,True,80.49,29.51,29.51
duelliste,mixte,purification,puits,unlimited,1.2,1.2,4,True,74.59,35.41,35.41
duelliste,mixte,purification,porte,unlimited,0.8,0.8,6,True,68.69,41.31,41.31
duelliste,mixte,purification,porte,unlimited,0.8,1.0,6,True,58.36,51.64,51.64
duelliste,mixte,purification,porte,unlimited,0.8,1.2,6,True,48.03,61.97,61.97
duelliste,mixte,purification,porte,unlimited,1.0,0.8,6,True,68.69,41.31,41.31
duelliste,mixte,purification,porte,unlimited,1.0,1.0,6,True,58.36,51.64,51.64
duelliste,mixte,purification,porte,unlimited,1.0,1.2,6,True,48.03,61.97,61.97
duelliste,mixte,purification,porte,unlimited,1.2,0.8,7,True,56.89,53.11,53.11
duelliste,mixte,purification,porte,unlimited,1.2,1.0,7,True,43.61,66.39,66.39
duelliste,mixte,purification,porte,unlimited,1.2,1.2,7,True,30.33,79.67,79.67
duelliste,mixte,purification,barque,unlimited,0.8,0.8,5,True,74.59,35.41,35.41
duelliste,mixte,purification,barque,unlimited,0.8,1.0,5,True,65.74,44.26,44.26
duelliste,mixte,purification,barque,unlimited,0.8,1.2,5,True,56.89,53.11,53.11
duelliste,mixte,purification,barque,unlimited,1.0,0.8,6,True,62.79,47.21,47.21
duelliste,mixte,purification,barque,unlimited,1.0,1.0,6,True,50.98,59.02,59.02
duelliste,mixte,purification,barque,unlimited,1.0,1.2,6,True,39.18,70.82,70.82
duelliste,mixte,purification,barque,unlimited,1.2,0.8,6,True,46.39,63.61,63.61
duelliste,mixte,purification,barque,unlimited,1.2,1.0,6,True,30.49,79.51,79.51
duelliste,mixte,purification,barque,unlimited,1.2,1.2,6,True,14.59,95.41,95.41
duelliste,mixte,ancrage,puits,unlimited,0.8,0.8,3,True,94.26,15.74,15.74
duelliste,mixte,ancrage,puits,unlimited,0.8,1.0,3,True,90.33,19.67,19.67
duelliste,mixte,ancrage,puits,unlimited,0.8,1.2,3,True,86.39,23.61,23.61
duelliste,mixte,ancrage,puits,unlimited,1.0,0.8,3,True,94.26,15.74,15.74
duelliste,mixte,ancrage,puits,unlimited,1.0,1.0,3,True,90.33,19.67,19.67
duelliste,mixte,ancrage,puits,unlimited,1.0,1.2,3,True,86.39,23.61,23.61
duelliste,mixte,ancrage,puits,unlimited,1.2,0.8,4,True,86.39,23.61,23.61
duelliste,mixte,ancrage,puits,unlimited,1.2,1.0,4,True,80.49,29.51,29.51
duelliste,mixte,ancrage,puits,unlimited,1.2,1.2,4,True,74.59,35.41,35.41
duelliste,mixte,ancrage,porte,unlimited,0.8,0.8,6,True,68.69,41.31,41.31
duelliste,mixte,ancrage,porte,unlimited,0.8,1.0,6,True,58.36,51.64,51.64
duelliste,mixte,ancrage,porte,unlimited,0.8,1.2,6,True,48.03,61.97,61.97
duelliste,mixte,ancrage,porte,unlimited,1.0,0.8,6,True,68.69,41.31,41.31
duelliste,mixte,ancrage,porte,unlimited,1.0,1.0,6,True,58.36,51.64,51.64
duelliste,mixte,ancrage,porte,unlimited,1.0,1.2,6,True,48.03,61.97,61.97
duelliste,mixte,ancrage,porte,unlimited,1.2,0.8,7,True,56.89,53.11,53.11
duelliste,mixte,ancrage,porte,unlimited,1.2,1.0,7,True,43.61,66.39,66.39
duelliste,mixte,ancrage,porte,unlimited,1.2,1.2,7,True,30.33,79.67,79.67
duelliste,mixte,ancrage,barque,unlimited,0.8,0.8,4,True,80.49,29.51,29.51
duelliste,mixte,ancrage,barque,unlimited,0.8,1.0,4,True,73.11,36.89,36.89
duelliste,mixte,ancrage,barque,unlimited,0.8,1.2,4,True,65.74,44.26,44.26
duelliste,mixte,ancrage,barque,unlimited,1.0,0.8,5,True,74.59,35.41,35.41
duelliste,mixte,ancrage,barque,unlimited,1.0,1.0,5,True,65.74,44.26,44.26
duelliste,mixte,ancrage,barque,unlimited,1.0,1.2,5,True,56.89,53.11,53.11
duelliste,mixte,ancrage,barque,unlimited,1.2,0.8,5,True,68.69,41.31,41.31
duelliste,mixte,ancrage,barque,unlimited,1.2,1.0,5,True,58.36,51.64,51.64
duelliste,mixte,ancrage,barque,unlimited,1.2,1.2,5,True,48.03,61.97,61.97
duelliste,legere,aucun,puits,unlimited,0.8,0.8,3,True,92.55,17.45,17.45
duelliste,legere,aucun,puits,unlimited,0.8,1.0,3,True,88.18,21.82,21.82
duelliste,legere,aucun,puits,unlimited,0.8,1.2,3,True,83.82,26.18,26.18
duelliste,legere,aucun,puits,unlimited,1.0,0.8,3,True,92.55,17.45,17.45
duelliste,legere,aucun,puits,unlimited,1.0,1.0,3,True,88.18,21.82,21.82
duelliste,legere,aucun,puits,unlimited,1.0,1.2,3,True,83.82,26.18,26.18
duelliste,legere,aucun,puits,unlimited,1.2,0.8,4,True,83.82,26.18,26.18
duelliste,legere,aucun,puits,unlimited,1.2,1.0,4,True,77.27,32.73,32.73
duelliste,legere,aucun,puits,unlimited,1.2,1.2,4,True,70.73,39.27,39.27
duelliste,legere,aucun,porte,unlimited,0.8,0.8,6,True,64.18,45.82,45.82
duelliste,legere,aucun,porte,unlimited,0.8,1.0,6,True,52.73,57.27,57.27
duelliste,legere,aucun,porte,unlimited,0.8,1.2,6,True,41.27,68.73,68.73
duelliste,legere,aucun,porte,unlimited,1.0,0.8,6,True,64.18,45.82,45.82
duelliste,legere,aucun,porte,unlimited,1.0,1.0,6,True,52.73,57.27,57.27
duelliste,legere,aucun,porte,unlimited,1.0,1.2,6,True,41.27,68.73,68.73
duelliste,legere,aucun,porte,unlimited,1.2,0.8,7,True,51.09,58.91,58.91
duelliste,legere,aucun,porte,unlimited,1.2,1.0,7,True,36.36,73.64,73.64
duelliste,legere,aucun,porte,unlimited,1.2,1.2,7,True,21.64,88.36,88.36
duelliste,legere,aucun,barque,unlimited,0.8,0.8,5,True,70.73,39.27,39.27
duelliste,legere,aucun,barque,unlimited,0.8,1.0,5,True,60.91,49.09,49.09
duelliste,legere,aucun,barque,unlimited,0.8,1.2,5,True,51.09,58.91,58.91
duelliste,legere,aucun,barque,unlimited,1.0,0.8,6,True,57.64,52.36,52.36
duelliste,legere,aucun,barque,unlimited,1.0,1.0,6,True,44.55,65.45,65.45
duelliste,legere,aucun,barque,unlimited,1.0,1.2,6,True,31.45,78.55,78.55
duelliste,legere,aucun,barque,unlimited,1.2,0.8,6,True,39.45,70.55,70.55
duelliste,legere,aucun,barque,unlimited,1.2,1.0,6,True,21.82,88.18,88.18
duelliste,legere,aucun,barque,unlimited,1.2,1.2,6,True,4.18,105.82,105.82
duelliste,legere,purification,puits,unlimited,0.8,0.8,3,True,92.55,17.45,17.45
duelliste,legere,purification,puits,unlimited,0.8,1.0,3,True,88.18,21.82,21.82
duelliste,legere,purification,puits,unlimited,0.8,1.2,3,True,83.82,26.18,26.18
duelliste,legere,purification,puits,unlimited,1.0,0.8,3,True,92.55,17.45,17.45
duelliste,legere,purification,puits,unlimited,1.0,1.0,3,True,88.18,21.82,21.82
duelliste,legere,purification,puits,unlimited,1.0,1.2,3,True,83.82,26.18,26.18
duelliste,legere,purification,puits,unlimited,1.2,0.8,4,True,83.82,26.18,26.18
duelliste,legere,purification,puits,unlimited,1.2,1.0,4,True,77.27,32.73,32.73
duelliste,legere,purification,puits,unlimited,1.2,1.2,4,True,70.73,39.27,39.27
duelliste,legere,purification,porte,unlimited,0.8,0.8,6,True,64.18,45.82,45.82
duelliste,legere,purification,porte,unlimited,0.8,1.0,6,True,52.73,57.27,57.27
duelliste,legere,purification,porte,unlimited,0.8,1.2,6,True,41.27,68.73,68.73
duelliste,legere,purification,porte,unlimited,1.0,0.8,6,True,64.18,45.82,45.82
duelliste,legere,purification,porte,unlimited,1.0,1.0,6,True,52.73,57.27,57.27
duelliste,legere,purification,porte,unlimited,1.0,1.2,6,True,41.27,68.73,68.73
duelliste,legere,purification,porte,unlimited,1.2,0.8,7,True,51.09,58.91,58.91
duelliste,legere,purification,porte,unlimited,1.2,1.0,7,True,36.36,73.64,73.64
duelliste,legere,purification,porte,unlimited,1.2,1.2,7,True,21.64,88.36,88.36
duelliste,legere,purification,barque,unlimited,0.8,0.8,5,True,70.73,39.27,39.27
duelliste,legere,purification,barque,unlimited,0.8,1.0,5,True,60.91,49.09,49.09
duelliste,legere,purification,barque,unlimited,0.8,1.2,5,True,51.09,58.91,58.91
duelliste,legere,purification,barque,unlimited,1.0,0.8,6,True,57.64,52.36,52.36
duelliste,legere,purification,barque,unlimited,1.0,1.0,6,True,44.55,65.45,65.45
duelliste,legere,purification,barque,unlimited,1.0,1.2,6,True,31.45,78.55,78.55
duelliste,legere,purification,barque,unlimited,1.2,0.8,6,True,39.45,70.55,70.55
duelliste,legere,purification,barque,unlimited,1.2,1.0,6,True,21.82,88.18,88.18
duelliste,legere,purification,barque,unlimited,1.2,1.2,6,True,4.18,105.82,105.82
duelliste,legere,ancrage,puits,unlimited,0.8,0.8,3,True,92.55,17.45,17.45
duelliste,legere,ancrage,puits,unlimited,0.8,1.0,3,True,88.18,21.82,21.82
duelliste,legere,ancrage,puits,unlimited,0.8,1.2,3,True,83.82,26.18,26.18
duelliste,legere,ancrage,puits,unlimited,1.0,0.8,3,True,92.55,17.45,17.45
duelliste,legere,ancrage,puits,unlimited,1.0,1.0,3,True,88.18,21.82,21.82
duelliste,legere,ancrage,puits,unlimited,1.0,1.2,3,True,83.82,26.18,26.18
duelliste,legere,ancrage,puits,unlimited,1.2,0.8,4,True,83.82,26.18,26.18
duelliste,legere,ancrage,puits,unlimited,1.2,1.0,4,True,77.27,32.73,32.73
duelliste,legere,ancrage,puits,unlimited,1.2,1.2,4,True,70.73,39.27,39.27
duelliste,legere,ancrage,porte,unlimited,0.8,0.8,6,True,64.18,45.82,45.82
duelliste,legere,ancrage,porte,unlimited,0.8,1.0,6,True,52.73,57.27,57.27
duelliste,legere,ancrage,porte,unlimited,0.8,1.2,6,True,41.27,68.73,68.73
duelliste,legere,ancrage,porte,unlimited,1.0,0.8,6,True,64.18,45.82,45.82
duelliste,legere,ancrage,porte,unlimited,1.0,1.0,6,True,52.73,57.27,57.27
duelliste,legere,ancrage,porte,unlimited,1.0,1.2,6,True,41.27,68.73,68.73
