build,armor,kit,route,guard_rule,hp_scale,damage_scale,turns,won,hp_left,net_loss,gross_loss
rempart,airain,purification,puits,alternating,1.0,1.2,5,True,52.4,57.6,57.6
rempart,airain,purification,puits,unlimited,1.2,0.8,7,True,103.2,6.8,6.8
rempart,airain,purification,puits,alternating,1.2,0.8,5,True,71.6,38.4,38.4
rempart,airain,purification,puits,unlimited,1.2,1.0,7,True,92.0,18.0,18.0
rempart,airain,purification,puits,alternating,1.2,1.0,5,True,62.0,48.0,48.0
rempart,airain,purification,puits,unlimited,1.2,1.2,7,True,75.2,34.8,34.8
rempart,airain,purification,puits,alternating,1.2,1.2,5,True,52.4,57.6,57.6
rempart,airain,purification,porte,unlimited,0.8,0.8,10,True,110.0,0.0,0.0
rempart,airain,purification,porte,alternating,0.8,0.8,8,True,77.48,32.52,32.52
rempart,airain,purification,porte,unlimited,0.8,1.0,10,True,108.77,1.23,1.23
rempart,airain,purification,porte,alternating,0.8,1.0,8,True,69.35,40.65,40.65
rempart,airain,purification,porte,unlimited,0.8,1.2,10,True,104.13,5.87,5.87
rempart,airain,purification,porte,alternating,0.8,1.2,8,True,61.23,48.77,48.77
rempart,airain,purification,porte,unlimited,1.0,0.8,11,True,110.0,0.0,0.0
rempart,airain,purification,porte,alternating,1.0,0.8,8,True,77.48,32.52,32.52
rempart,airain,purification,porte,unlimited,1.0,1.0,11,True,108.77,1.23,1.23
rempart,airain,purification,porte,alternating,1.0,1.0,8,True,69.35,40.65,40.65
rempart,airain,purification,porte,unlimited,1.0,1.2,11,True,104.13,5.87,5.87
rempart,airain,purification,porte,alternating,1.0,1.2,8,True,61.23,48.77,48.77
rempart,airain,purification,porte,unlimited,1.2,0.8,12,True,110.0,0.0,0.0
rempart,airain,purification,porte,alternating,1.2,0.8,11,True,49.61,60.39,60.39
rempart,airain,purification,porte,unlimited,1.2,1.0,12,True,108.77,1.23,1.23
rempart,airain,purification,porte,alternating,1.2,1.0,11,True,34.52,75.48,75.48
rempart,airain,purification,porte,unlimited,1.2,1.2,12,True,104.13,5.87,5.87
rempart,airain,purification,porte,alternating,1.2,1.2,11,True,19.42,90.58,90.58
rempart,airain,purification,barque,unlimited,0.8,0.8,9,True,109.91,0.09,0.09
rempart,airain,purification,barque,alternating,0.8,0.8,8,True,73.97,36.03,36.03
rempart,airain,purification,barque,unlimited,0.8,1.0,9,True,104.39,5.61,5.61
rempart,airain,purification,barque,alternating,0.8,1.0,8,True,64.97,45.03,45.03
rempart,airain,purification,barque,unlimited,0.8,1.2,9,True,98.86,11.14,11.14
rempart,airain,purification,barque,alternating,0.8,1.2,8,True,55.96,54.04,54.04
rempart,airain,purification,barque,unlimited,1.0,0.8,14,True,109.82,0.18,0.18
rempart,airain,purification,barque,alternating,1.0,0.8,9,True,69.33,40.67,40.67
rempart,airain,purification,barque,unlimited,1.0,1.0,14,True,98.77,11.23,11.23
rempart,airain,purification,barque,alternating,1.0,1.0,9,True,59.16,50.84,50.84
rempart,airain,purification,barque,unlimited,1.0,1.2,14,True,87.73,22.27,22.27
rempart,airain,purification,barque,alternating,1.0,1.2,9,True,48.99,61.01,61.01
rempart,airain,purification,barque,unlimited,1.2,0.8,14,True,109.82,0.18,0.18
rempart,airain,purification,barque,alternating,1.2,0.8,11,True,60.04,49.96,49.96
rempart,airain,purification,barque,unlimited,1.2,1.0,14,True,98.77,11.23,11.23
rempart,airain,purification,barque,alternating,1.2,1.0,11,True,47.55,62.45,62.45
rempart,airain,purification,barque,unlimited,1.2,1.2,14,True,87.73,22.27,22.27
rempart,airain,purification,barque,alternating,1.2,1.2,11,True,35.06,74.94,74.94
rempart,airain,ancrage,puits,unlimited,0.8,0.8,5,True,110.0,0.0,0.0
rempart,airain,ancrage,puits,alternating,0.8,0.8,4,True,90.8,19.2,19.2
rempart,airain,ancrage,puits,unlimited,0.8,1.0,5,True,106.0,4.0,4.0
rempart,airain,ancrage,puits,alternating,0.8,1.0,4,True,86.0,24.0,24.0
rempart,airain,ancrage,puits,unlimited,0.8,1.2,5,True,96.4,13.6,13.6
rempart,airain,ancrage,puits,alternating,0.8,1.2,4,True,81.2,28.8,28.8
rempart,airain,ancrage,puits,unlimited,1.0,0.8,5,True,110.0,0.0,0.0
rempart,airain,ancrage,puits,alternating,1.0,0.8,5,True,71.6,38.4,38.4
rempart,airain,ancrage,puits,unlimited,1.0,1.0,5,True,106.0,4.0,4.0
rempart,airain,ancrage,puits,alternating,1.0,1.0,5,True,62.0,48.0,48.0
rempart,airain,ancrage,puits,unlimited,1.0,1.2,5,True,96.4,13.6,13.6
rempart,airain,ancrage,puits,alternating,1.0,1.2,5,True,52.4,57.6,57.6
rempart,airain,ancrage,puits,unlimited,1.2,0.8,7,True,103.2,6.8,6.8
rempart,airain,ancrage,puits,alternating,1.2,0.8,5,True,71.6,38.4,38.4
rempart,airain,ancrage,puits,unlimited,1.2,1.0,7,True,92.0,18.0,18.0
rempart,airain,ancrage,puits,alternating,1.2,1.0,5,True,62.0,48.0,48.0
rempart,airain,ancrage,puits,unlimited,1.2,1.2,7,True,75.2,34.8,34.8
rempart,airain,ancrage,puits,alternating,1.2,1.2,5,True,52.4,57.6,57.6
rempart,airain,ancrage,porte,unlimited,0.8,0.8,10,True,110.0,0.0,0.0
rempart,airain,ancrage,porte,alternating,0.8,0.8,8,True,77.48,32.52,32.52
rempart,airain,ancrage,porte,unlimited,0.8,1.0,10,True,108.77,1.23,1.23
rempart,airain,ancrage,porte,alternating,0.8,1.0,8,True,69.35,40.65,40.65
rempart,airain,ancrage,porte,unlimited,0.8,1.2,10,True,104.13,5.87,5.87
rempart,airain,ancrage,porte,alternating,0.8,1.2,8,True,61.23,48.77,48.77
rempart,airain,ancrage,porte,unlimited,1.0,0.8,11,True,110.0,0.0,0.0
rempart,airain,ancrage,porte,alternating,1.0,0.8,8,True,77.48,32.52,32.52
rempart,airain,ancrage,porte,unlimited,1.0,1.0,11,True,108.77,1.23,1.23
rempart,airain,ancrage,porte,alternating,1.0,1.0,8,True,69.35,40.65,40.65
rempart,airain,ancrage,porte,unlimited,1.0,1.2,11,True,104.13,5.87,5.87
rempart,airain,ancrage,porte,alternating,1.0,1.2,8,True,61.23,48.77,48.77
rempart,airain,ancrage,porte,unlimited,1.2,0.8,12,True,110.0,0.0,0.0
rempart,airain,ancrage,porte,alternating,1.2,0.8,11,True,49.61,60.39,60.39
rempart,airain,ancrage,porte,unlimited,1.2,1.0,12,True,108.77,1.23,1.23
rempart,airain,ancrage,porte,alternating,1.2,1.0,11,True,34.52,75.48,75.48
rempart,airain,ancrage,porte,unlimited,1.2,1.2,12,True,104.13,5.87,5.87
rempart,airain,ancrage,porte,alternating,1.2,1.2,11,True,19.42,90.58,90.58
rempart,airain,ancrage,barque,unlimited,0.8,0.8,6,True,110.0,0.0,0.0
rempart,airain,ancrage,barque,alternating,0.8,0.8,6,True,96.06,13.94,13.94
rempart,airain,ancrage,barque,unlimited,0.8,1.0,6,True,110.0,0.0,0.0
rempart,airain,ancrage,barque,alternating,0.8,1.0,6,True,92.58,17.42,17.42
rempart,airain,ancrage,barque,unlimited,0.8,1.2,6,True,110.0,0.0,0.0
rempart,airain,ancrage,barque,alternating,0.8,1.2,6,True,89.1,20.9,20.9
rempart,airain,ancrage,barque,unlimited,1.0,0.8,9,True,109.91,0.09,0.09
rempart,airain,ancrage,barque,alternating,1.0,0.8,6,True,96.06,13.94,13.94
rempart,airain,ancrage,barque,unlimited,1.0,1.0,9,True,104.39,5.61,5.61
rempart,airain,ancrage,barque,alternating,1.0,1.0,6,True,92.58,17.42,17.42
rempart,airain,ancrage,barque,unlimited,1.0,1.2,9,True,98.86,11.14,11.14
rempart,airain,ancrage,barque,alternating,1.0,1.2,6,True,89.1,20.9,20.9
rempart,airain,ancrage,barque,unlimited,1.2,0.8,9,True,109.91,0.09,0.09
rempart,airain,ancrage,barque,alternating,1.2,0.8,8,True,73.97,36.03,36.03
rempart,airain,ancrage,barque,unlimited,1.2,1.0,9,True,104.39,5.61,5.61
rempart,airain,ancrage,barque,alternating,1.2,1.0,8,True,64.97,45.03,45.03
rempart,airain,ancrage,barque,unlimited,1.2,1.2,9,True,98.86,11.14,11.14
rempart,airain,ancrage,barque,alternating,1.2,1.2,8,True,55.96,54.04,54.04
rempart,sceau,aucun,puits,unlimited,0.8,0.8,5,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,0.8,0.8,4,True,97.61,12.39,12.39
rempart,sceau,aucun,puits,unlimited,0.8,1.0,5,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,0.8,1.0,4,True,94.52,15.48,15.48
rempart,sceau,aucun,puits,unlimited,0.8,1.2,5,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,0.8,1.2,4,True,91.42,18.58,18.58
rempart,sceau,aucun,puits,unlimited,1.0,0.8,5,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,1.0,0.8,5,True,85.23,24.77,24.77
rempart,sceau,aucun,puits,unlimited,1.0,1.0,5,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,1.0,1.0,5,True,79.03,30.97,30.97
rempart,sceau,aucun,puits,unlimited,1.0,1.2,5,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,1.0,1.2,5,True,72.84,37.16,37.16
rempart,sceau,aucun,puits,unlimited,1.2,0.8,7,True,110.0,0.0,0.0
rempart,sceau,aucun,puits,alternating,1.2,0.8,5,True,85.23,24.77,24.77
rempart,sceau,aucun,puits,unlimited,1.2,1.0,7,True,108.77,1.23,1.23
rempart,sceau,aucun,puits,alternating,1.2,1.0,5,True,79.03,30.97,30.97
rempart,sceau,aucun,puits,unlimited,1.2,1.2,7,True,104.13,5.87,5.87
rempart,sceau,aucun,puits,alternating,1.2,1.2,5,True,72.84,37.16,37.16
rempart,sceau,aucun,porte,unlimited,0.8,0.8,10,True,103.2,6.8,6.8
rempart,sceau,aucun,porte,alternating,0.8,0.8,8,True,59.6,50.4,50.4
rempart,sceau,aucun,porte,unlimited,0.8,1.0,10,True,91.0,19.0,19.0
rempart,sceau,aucun,porte,alternating,0.8,1.0,8,True,47.0,63.0,63.0
rempart,sceau,aucun,porte,unlimited,0.8,1.2,10,True,78.4,31.6,31.6
rempart,sceau,aucun,porte,alternating,0.8,1.2,8,True,34.4,75.6,75.6
rempart,sceau,aucun,porte,unlimited,1.0,0.8,11,True,103.2,6.8,6.8
rempart,sceau,aucun,porte,alternating,1.0,0.8,8,True,59.6,50.4,50.4
rempart,sceau,aucun,porte,unlimited,1.0,1.0,11,True,91.0,19.0,19.0
rempart,sceau,aucun,porte,alternating,1.0,1.0,8,True,47.0,63.0,63.0
rempart,sceau,aucun,porte,unlimited,1.0,1.2,11,True,78.4,31.6,31.6
rempart,sceau,aucun,porte,alternating,1.0,1.2,8,True,34.4,75.6,75.6
rempart,sceau,aucun,porte,unlimited,1.2,0.8,12,True,103.2,6.8,6.8
rempart,sceau,aucun,porte,alternating,1.2,0.8,11,True,16.4,93.6,93.6
rempart,sceau,aucun,porte,unlimited,1.2,1.0,12,True,91.0,19.0,19.0
rempart,sceau,aucun,porte,alternating,1.2,1.0,10,False,0,110,117.0
rempart,sceau,aucun,porte,unlimited,1.2,1.2,12,True,78.4,31.6,31.6
rempart,sceau,aucun,porte,alternating,1.2,1.2,8,False,0,110,118.8
rempart,sceau,aucun,barque,unlimited,0.8,0.8,9,True,109.34,0.66,0.66
rempart,sceau,aucun,barque,alternating,0.8,0.8,8,True,65.74,44.26,44.26
rempart,sceau,aucun,barque,unlimited,0.8,1.0,9,True,103.68,6.32,6.32
rempart,sceau,aucun,barque,alternating,0.8,1.0,8,True,54.68,55.32,55.32
rempart,sceau,aucun,barque,unlimited,0.8,1.2,9,True,98.01,11.99,11.99
rempart,sceau,aucun,barque,alternating,0.8,1.2,8,True,43.61,66.39,66.39
rempart,sceau,aucun,barque,unlimited,1.0,0.8,14,True,108.68,1.32,1.32
rempart,sceau,aucun,barque,alternating,1.0,0.8,9,True,58.54,51.46,51.46
rempart,sceau,aucun,barque,unlimited,1.0,1.0,14,True,97.35,12.65,12.65
rempart,sceau,aucun,barque,alternating,1.0,1.0,9,True,45.68,64.32,64.32
rempart,sceau,aucun,barque,unlimited,1.0,1.2,14,True,86.03,23.97,23.97
rempart,sceau,aucun,barque,alternating,1.0,1.2,9,True,32.81,77.19,77.19
rempart,sceau,aucun,barque,unlimited,1.2,0.8,14,True,108.68,1.32,1.32
rempart,sceau,aucun,barque,alternating,1.2,0.8,11,True,44.14,65.86,65.86
rempart,sceau,aucun,barque,unlimited,1.2,1.0,14,True,97.35,12.65,12.65
rempart,sceau,aucun,barque,alternating,1.2,1.0,11,True,27.68,82.32,82.32
rempart,sceau,aucun,barque,unlimited,1.2,1.2,14,True,86.03,23.97,23.97
rempart,sceau,aucun,barque,alternating,1.2,1.2,11,True,11.21,98.79,98.79
rempart,sceau,purification,puits,unlimited,0.8,0.8,5,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,0.8,0.8,4,True,97.61,12.39,12.39
rempart,sceau,purification,puits,unlimited,0.8,1.0,5,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,0.8,1.0,4,True,94.52,15.48,15.48
rempart,sceau,purification,puits,unlimited,0.8,1.2,5,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,0.8,1.2,4,True,91.42,18.58,18.58
rempart,sceau,purification,puits,unlimited,1.0,0.8,5,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,1.0,0.8,5,True,85.23,24.77,24.77
rempart,sceau,purification,puits,unlimited,1.0,1.0,5,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,1.0,1.0,5,True,79.03,30.97,30.97
rempart,sceau,purification,puits,unlimited,1.0,1.2,5,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,1.0,1.2,5,True,72.84,37.16,37.16
rempart,sceau,purification,puits,unlimited,1.2,0.8,7,True,110.0,0.0,0.0
rempart,sceau,purification,puits,alternating,1.2,0.8,5,True,85.23,24.77,24.77
rempart,sceau,purification,puits,unlimited,1.2,1.0,7,True,108.77,1.23,1.23
rempart,sceau,purification,puits,alternating,1.2,1.0,5,True,79.03,30.97,30.97
rempart,sceau,purification,puits,unlimited,1.2,1.2,7,True,104.13,5.87,5.87
rempart,sceau,purification,puits,alternating,1.2,1.2,5,True,72.84,37.16,37.16
rempart,sceau,purification,porte,unlimited,0.8,0.8,10,True,103.2,6.8,6.8
rempart,sceau,purification,porte,alternating,0.8,0.8,8,True,59.6,50.4,50.4
rempart,sceau,purification,porte,unlimited,0.8,1.0,10,True,91.0,19.0,19.0
rempart,sceau,purification,porte,alternating,0.8,1.0,8,True,47.0,63.0,63.0
rempart,sceau,purification,porte,unlimited,0.8,1.2,10,True,78.4,31.6,31.6
rempart,sceau,purification,porte,alternating,0.8,1.2,8,True,34.4,75.6,75.6
rempart,sceau,purification,porte,unlimited,1.0,0.8,11,True,103.2,6.8,6.8
rempart,sceau,purification,porte,alternating,1.0,0.8,8,True,59.6,50.4,50.4
rempart,sceau,purification,porte,unlimited,1.0,1.0,11,True,91.0,19.0,19.0
rempart,sceau,purification,porte,alternating,1.0,1.0,8,True,47.0,63.0,63.0
rempart,sceau,purification,porte,unlimited,1.0,1.2,11,True,78.4,31.6,31.6
rempart,sceau,purification,porte,alternating,1.0,1.2,8,True,34.4,75.6,75.6
rempart,sceau,purification,porte,unlimited,1.2,0.8,12,True,103.2,6.8,6.8
rempart,sceau,purification,porte,alternating,1.2,0.8,11,True,16.4,93.6,93.6
rempart,sceau,purification,porte,unlimited,1.2,1.0,12,True,91.0,19.0,19.0
rempart,sceau,purification,porte,alternating,1.2,1.0,10,False,0,110,117.0
rempart,sceau,purification,porte,unlimited,1.2,1.2,12,True,78.4,31.6,31.6
rempart,sceau,purification,porte,alternating,1.2,1.2,8,False,0,110,118.8
rempart,sceau,purification,barque,unlimited,0.8,0.8,9,True,109.34,0.66,0.66
rempart,sceau,purification,barque,alternating,0.8,0.8,8,True,65.74,44.26,44.26
rempart,sceau,purification,barque,unlimited,0.8,1.0,9,True,103.68,6.32,6.32
rempart,sceau,purification,barque,alternating,0.8,1.0,8,True,54.68,55.32,55.32
rempart,sceau,purification,barque,unlimited,0.8,1.2,9,True,98.01,11.99,11.99
rempart,sceau,purification,barque,alternating,0.8,1.2,8,True,43.61,66.39,66.39
rempart,sceau,purification,barque,unlimited,1.0,0.8,14,True,108.68,1.32,1.32
rempart,sceau,purification,barque,alternating,1.0,0.8,9,True,58.54,51.46,51.46
rempart,sceau,purification,barque,unlimited,1.0,1.0,14,True,97.35,12.65,12.65
rempart,sceau,purification,barque,alternating,1.0,1.0,9,True,45.68,64.32,64.32
rempart,sceau,purification,barque,unlimited,1.0,1.2,14,True,86.03,23.97,23.97
rempart,sceau,purification,barque,alternating,1.0,1.2,9,True,32.81,77.19,77.19
rempart,sceau,purification,barque,unlimited,1.2,0.8,14,True,108.68,1.32,1.32
rempart,sceau,purification,barque,alternating,1.2,0.8,11,True,44.14,65.86,65.86
rempart,sceau,purification,barque,unlimited,1.2,1.0,14,True,97.35,12.65,12.65
rempart,sceau,purification,barque,alternating,1.2,1.0,11,True,27.68,82.32,82.32
rempart,sceau,purification,barque,unlimited,1.2,1.2,14,True,86.03,23.97,23.97
rempart,sceau,purification,barque,alternating,1.2,1.2,11,True,11.21,98.79,98.79
rempart,sceau,ancrage,puits,unlimited,0.8,0.8,5,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,0.8,0.8,4,True,97.61,12.39,12.39
rempart,sceau,ancrage,puits,unlimited,0.8,1.0,5,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,0.8,1.0,4,True,94.52,15.48,15.48
rempart,sceau,ancrage,puits,unlimited,0.8,1.2,5,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,0.8,1.2,4,True,91.42,18.58,18.58
rempart,sceau,ancrage,puits,unlimited,1.0,0.8,5,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,1.0,0.8,5,True,85.23,24.77,24.77
rempart,sceau,ancrage,puits,unlimited,1.0,1.0,5,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,1.0,1.0,5,True,79.03,30.97,30.97
rempart,sceau,ancrage,puits,unlimited,1.0,1.2,5,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,1.0,1.2,5,True,72.84,37.16,37.16
rempart,sceau,ancrage,puits,unlimited,1.2,0.8,7,True,110.0,0.0,0.0
rempart,sceau,ancrage,puits,alternating,1.2,0.8,5,True,85.23,24.77,24.77
rempart,sceau,ancrage,puits,unlimited,1.2,1.0,7,True,108.77,1.23,1.23
rempart,sceau,ancrage,puits,alternating,1.2,1.0,5,True,79.03,30.97,30.97
rempart,sceau,ancrage,puits,unlimited,1.2,1.2,7,True,104.13,5.87,5.87
rempart,sceau,ancrage,puits,alternating,1.2,1.2,5,True,72.84,37.16,37.16
rempart,sceau,ancrage,porte,unlimited,0.8,0.8,10,True,103.2,6.8,6.8
rempart,sceau,ancrage,porte,alternating,0.8,0.8,8,True,59.6,50.4,50.4
rempart,sceau,ancrage,porte,unlimited,0.8,1.0,10,True,91.0,19.0,19.0
rempart,sceau,ancrage,porte,alternating,0.8,1.0,8,True,47.0,63.0,63.0
rempart,sceau,ancrage,porte,unlimited,0.8,1.2,10,True,78.4,31.6,31.6
rempart,sceau,ancrage,porte,alternating,0.8,1.2,8,True,34.4,75.6,75.6
rempart,sceau,ancrage,porte,unlimited,1.0,0.8,11,True,103.2,6.8,6.8
rempart,sceau,ancrage,porte,alternating,1.0,0.8,8,True,59.6,50.4,50.4
rempart,sceau,ancrage,porte,unlimited,1.0,1.0,11,True,91.0,19.0,19.0
rempart,sceau,ancrage,porte,alternating,1.0,1.0,8,True,47.0,63.0,63.0
rempart,sceau,ancrage,porte,unlimited,1.0,1.2,11,True,78.4,31.6,31.6
rempart,sceau,ancrage,porte,alternating,1.0,1.2,8,True,34.4,75.6,75.6
rempart,sceau,ancrage,porte,unlimited,1.2,0.8,12,True,103.2,6.8,6.8
rempart,sceau,ancrage,porte,alternating,1.2,0.8,11,True,16.4,93.6,93.6
rempart,sceau,ancrage,porte,unlimited,1.2,1.0,12,True,91.0,19.0,19.0
rempart,sceau,ancrage,porte,alternating,1.2,1.0,10,False,0,110,117.0
rempart,sceau,ancrage,porte,unlimited,1.2,1.2,12,True,78.4,31.6,31.6
rempart,sceau,ancrage,porte,alternating,1.2,1.2,8,False,0,110,118.8
rempart,sceau,ancrage,barque,unlimited,0.8,0.8,6,True,110.0,0.0,0.0
rempart,sceau,ancrage,barque,alternating,0.8,0.8,6,True,88.4,21.6,21.6
rempart,sceau,ancrage,barque,unlimited,0.8,1.0,6,True,110.0,0.0,0.0
rempart,sceau,ancrage,barque,alternating,0.8,1.0,6,True,83.0,27.0,27.0
rempart,sceau,ancrage,barque,unlimited,0.8,1.2,6,True,110.0,0.0,0.0
rempart,sceau,ancrage,barque,alternating,0.8,1.2,6,True,77.6,32.4,32.4
rempart,sceau,ancrage,barque,unlimited,1.0,0.8,9,True,109.34,0.66,0.66
rempart,sceau,ancrage,barque,alternating,1.0,0.8,6,True,88.4,21.6,21.6
rempart,sceau,ancrage,barque,unlimited,1.0,1.0,9,True,103.68,6.32,6.32
rempart,sceau,ancrage,barque,alternating,1.0,1.0,6,True,83.0,27.0,27.0
rempart,sceau,ancrage,barque,unlimited,1.0,1.2,9,True,98.01,11.99,11.99
rempart,sceau,ancrage,barque,alternating,1.0,1.2,6,True,77.6,32.4,32.4
rempart,sceau,ancrage,barque,unlimited,1.2,0.8,9,True,109.34,0.66,0.66
rempart,sceau,ancrage,barque,alternating,1.2,0.8,8,True,65.74,44.26,44.26
rempart,sceau,ancrage,barque,unlimited,1.2,1.0,9,True,103.68,6.32,6.32
rempart,sceau,ancrage,barque,alternating,1.2,1.0,8,True,54.68,55.32,55.32
rempart,sceau,ancrage,barque,unlimited,1.2,1.2,9,True,98.01,11.99,11.99
