class,card,rarity,conditionalFamilyProbability,expectedBeforeBoss,probabilityAtLeastOne
"arpenteur","a03","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","a04","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","g01","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","g02","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","g03","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","g04","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","r01","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"arpenteur","r02","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"arpenteur","r03","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"arpenteur","r04","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"arpenteur","t01","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","t02","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","t03","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","t04","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"arpenteur","a05","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","a06","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","a07","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","g05","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","g06","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","g07","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","r05","elite","0.2333333333333333","2.277333333333333","0.8773359234313322"
"arpenteur","r06","elite","0.2333333333333333","2.277333333333333","0.8773359234313322"
"arpenteur","r07","elite","0.2333333333333333","2.277333333333333","0.8773359234313322"
"arpenteur","t05","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","t06","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","t07","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"arpenteur","a08","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"arpenteur","a09","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"arpenteur","g08","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"arpenteur","g09","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"arpenteur","r08","rare","0.35","0.385","0.32215330898074834"
"arpenteur","r09","rare","0.35","0.385","0.32215330898074834"
"arpenteur","t08","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"arpenteur","t09","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"arpenteur","l01","legendary","0.5","0.057999999999999996","0.05645108112902775"
"arpenteur","l02","legendary","0.5","0.057999999999999996","0.05645108112902775"
"arpenteur","d01","god","1","0.0132","0.01312144131508719"
"arpenteur","i01","immortal","1","0.0014000000000000002","0.0013991602799439118"
"thaumaturge","n01","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n02","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n03","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n04","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n05","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n06","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n07","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","n08","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","a01","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","a02","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","a03","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","a04","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","g01","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","g02","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","g03","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","g04","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","r01","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","r02","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","r03","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","r04","normal","0.025000000000000005","2.7025000000000006","0.9347053545148942"
"thaumaturge","t01","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","t02","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","t03","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","t04","normal","0.05833333333333333","6.305833333333333","0.9984223190843307"
"thaumaturge","a05","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","a06","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","a07","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","g05","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","g06","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","g07","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","r05","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","r06","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","r07","elite","0.03333333333333334","0.3253333333333334","0.2752906935346522"
"thaumaturge","t05","elite","0.2333333333333333","2.277333333333333","0.8773359234313322"
"thaumaturge","t06","elite","0.2333333333333333","2.277333333333333","0.8773359234313322"
"thaumaturge","t07","elite","0.2333333333333333","2.277333333333333","0.8773359234313322"
"thaumaturge","a08","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"thaumaturge","a09","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"thaumaturge","g08","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"thaumaturge","g09","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"thaumaturge","r08","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"thaumaturge","r09","rare","0.05000000000000001","0.055000000000000014","0.05358789446260637"
"thaumaturge","t08","rare","0.35","0.385","0.32215330898074834"
"thaumaturge","t09","rare","0.35","0.385","0.32215330898074834"
"thaumaturge","l01","legendary","0.5","0.057999999999999996","0.05645108112902775"
"thaumaturge","l02","legendary","0.5","0.057999999999999996","0.05645108112902775"
"thaumaturge","d01","god","1","0.0132","0.01312144131508719"
"thaumaturge","i01","immortal","1","0.0014000000000000002","0.0013991602799439118"
